CAS登録番号,物質名称,ニトリルゴム (0.1 mm),ニトリルゴム (0.11 mm),ニトリルゴム (0.12 mm),ニトリルゴム (0.13 mm),ニトリルゴム (0.2 mm),ニトリルゴム (0.3 mm),ニトリルゴム (0.38 mm),ニトリルゴム (0.45 mm),ニトリルゴム (0.46 mm),天然ゴム（ラテックス） (0.23 mm),ブチルゴム (0.35 mm),クロロプレンゴム (0.18 mm),クロロプレンゴム (0.45 mm),ポリビニルアルコール（PVA）,クロロスルホン化ポリエチレン（CSM） (0.9 mm),ポリ塩化ビニル,ウレタン (0.5 mm),フッ素ゴム/ブチルゴム (0.3 mm),クロロプレン/天然ゴム (0.68 mm),クロロプレン/天然ゴム (0.7 mm),ニトリル/ネオプレンゴム (0.2 mm),ニトリル/ネオプレンゴム (0.38 mm),ポリ塩化ビニル/ニトリルゴム,多層フィルム（LLDPE） (0.062 mm),多層フィルム（EVOH） (0.06 mm),その他多層/複層フィルム
50-21-5,乳酸,3,,,,3,3,,3,,3,3,3,,2,,,,3,3,,3,,3,3,,3
50-32-8,ベンゾ［ａ］ピレン,3,,,,3,3,,3,,0,3,2,,3,,,,3,3,,3,,2,3,3,0
50-78-2,アセチルサリチル酸,3,,,,3,3,,3,,3,3,3,,3,,,,3,3,,3,,3,3,3,
51-75-2,ビス（２－クロロエチル）メチルアミン（ナイトロジェンマスタード）,,,,,,,,,,,,,,,,,,,,,,,,,,
52-51-7,２－ブロモ－２－ニトロプロパン－１，３－ジオール（別名ブロノポル）,3,,,,3,3,,3,,3,3,3,,3,,,,3,3,,3,,3,3,3,
52-68-6,ジメチル＝２，２，２－トリクロロ－１－ヒドロキシエチルホスホナート（別名トリクロルホン又はＤＥＰ）,3,,,,3,3,,3,,3,3,3,,3,,,,3,3,,3,,3,3,3,
53-70-3,ジベンゾ［ａ，ｈ］アントラセン,3,,,,3,3,,3,,0,3,2,,3,,,,3,3,,3,,2,3,3,
54-11-5,３－（１－メチル－２－ピロリジニル）ピリジン（別名ニコチン）,,0,,,1,2,,2,,0,3,0,,,,,,3,0,,1,,0,3,3,3
55-18-5,Ｎ－ニトロソジエチルアミン,0,,,,0,0,,1,,0,3,0,,0,,,,2,0,,0,,0,3,3,3
55-38-9,チオりん酸Ｏ，Ｏ－ジメチル－Ｏ－（３－メチル－４－メチルチオフェニル）【フェンチオン】,0,,,,1,1,,2,,0,3,0,,,,,,3,1,,1,,0,3,,
55-56-1,クロルヘキシジン,3,,,,3,3,,3,,3,3,3,,3,,,,3,3,,3,,3,3,3,
55-63-0,ニトログリセリン,,,,,,,,,,,,,,,,,,,,,,,,,,
55-68-5,硝酸フェニル水銀,3,,,,3,3,,3,,2,3,3,,3,,,,3,3,,3,,3,3,3,
56-18-8,３，３’－イミノジ（プロピルアミン）,0,,,,1,1,,2,,0,3,2,,0,,,,3,,2,2,,2,3,,3
56-38-2,パラチオン,0,,,,1,3,,3,,0,3,0,,,,,,3,0,,1,,1,3,,3
56-55-3,ベンゾ［ａ］アントラセン,3,,,,3,3,,3,,0,3,2,,3,,,,3,3,,3,,2,3,3,
56-72-4,Ｏ－３－クロロ－４－メチルクマリン－７－イルＯ，Ｏ－ジエチルホスホロチオアート【クマホス】,3,,,,3,3,,3,,3,3,3,,3,,,,3,3,,3,,3,3,3,
57-06-7,イソチオシアン酸アリル,,,,,,,,,,,,,,,,,,,,,,,,,,
57-74-9,１，２，３，４，５，６，７，８，８－オクタクロロ－２，３，３ａ，４，７，７ａ－ヘキサヒドロ－４，７－メタノ－１Ｈ－インデン（別名クロルデン）,3,,,,3,3,,3,,3,3,3,,3,,,,3,3,,3,,3,3,3,3
57-92-1,１，１’－［（１Ｒ，２Ｒ，３Ｓ，４Ｒ，５Ｒ，６Ｓ）－４－（｛５－デオキシ－２－Ｏ－［２－デオキシ－２－（メチルアミノ）－アルファ－Ｌ－グルコピラノシル］－３－Ｃ－ホルミル－アルファ－Ｌ－リキソフラノシル｝オキシ）－２，５，６－トリヒドロキシシクロヘキサン－１，３－ジイル］ジグアニジン（別名ストレプトマイシン）,3,,,,3,3,,3,,3,3,3,,3,,,,3,3,,3,,3,3,3,
58-89-9,１，２，３，４，５，６－ヘキサクロロシクロヘキサン（リンデン）,3,,,,3,3,,3,,3,3,3,,3,,,,3,3,,3,,3,3,3,3
59-50-7,４－クロロ－３－メチルフェノール,3,,,,3,3,,3,,3,3,3,,3,,,,3,3,,3,,3,3,3,
59-89-2,Ｎ－ニトロソモルホリン,2,,,,2,3,,3,,1,3,2,,3,,,,3,3,,3,,3,3,,
60-09-3,パラ－フェニルアゾアニリン,,,,,,,,,,,,,,,,,,,,,,,,,,
60-34-4,メチルヒドラジン,0,,,,0,0,,0,,0,2,0,,0,,,,1,0,,0,,0,2,,3
60-57-1,１，２，３，４，１０，１０－ヘキサクロロ－６，７－エポキシ－１，４，４ａ，５，６，７，８，８ａ－オクタヒドロ－エキソ－１，４－エンド－５，８－ジメタノナフタレン（別名ディルドリン）,3,,,,3,3,,3,,2,3,3,,3,,,,3,3,,3,,3,3,3,
61-82-5,３－アミノ－１Ｈ－１，２，４－トリアゾール（別名アミトロール）,3,,,,3,3,,3,,3,3,3,,3,,,,3,3,,3,,3,3,3,
62-38-4,酢酸フェニル水銀,3,,,,3,3,,3,,2,3,3,,3,,,,3,3,,3,,3,3,3,
62-53-3,アニリン,0,,,,0,1,,1,,0,3,0,,3,,1,,3,2,,1,,1,3,3,3
62-56-6,チオ尿素,3,,,,3,3,,3,,3,3,3,,3,,,,3,3,,3,,3,3,3,3
62-74-8,フルオロ酢酸ナトリウム,3,,,,3,3,,3,,3,3,3,,3,,,,3,3,,3,,3,3,3,
62-75-9,Ｎ，Ｎ－ジメチルニトロソアミン,0,,,,0,0,,0,,0,2,0,,0,,,,2,0,,0,,0,3,,3
63-25-2,Ｎ－メチルカルバミン酸１－ナフチル【カルバリル】,3,,,,3,3,,3,,3,3,3,,3,,,,3,3,,3,,3,3,3,0
63-92-3,フェノキシベンザミン塩酸塩,3,,,,3,3,,3,,3,3,3,,3,,,,3,3,,3,,3,3,3,
64-04-0,ベータ－フェニルエチルアミン（別名フェネチルアミン）,0,,,,0,1,,1,,0,3,0,,3,,,,3,0,,0,,0,3,3,
64-18-6,ぎ酸,0,,,,1,1,,1,,1,3,3,,0,3,,,3,3,,1,,2,3,0,3
64-19-7,酢酸,0,,,,0,,1,,1,0,3,2,,0,,,,3,2,,1,,2,2,0,3
64-67-5,硫酸ジエチル,0,,,,1,2,,2,,0,3,2,,,,,,3,3,,1,,2,3,,3
64-69-7,ヨード酢酸,3,,,,3,3,,3,,2,3,3,,3,,,,3,3,,3,,3,3,3,
65-85-0,安息香酸,3,,,,3,3,,3,,3,3,3,,3,,3,,3,3,,3,,3,3,3,3
67-56-1,メタノール,0,,,,0,1,,1,,0,3,1,,0,,,,3,1,,1,,2,3,0,3
67-68-5,ジメチルスルホキシド,,0,,,1,2,,,2,1,3,1,,0,,3,,3,2,,2,,1,3,3,3
67-72-1,ヘキサクロロエタン,3,,,,3,3,,3,,3,3,3,,3,,,,3,3,,3,,3,3,3,
68-11-1,メルカプト酢酸,0,,,,0,1,,,1,1,3,1,,0,,,,3,3,,1,,2,3,,3
68-12-2,Ｎ，Ｎ－ジメチルホルムアミド,0,,,,0,1,,1,,0,3,0,,1,,1,,3,1,,0,,2,3,3,3
69-72-7,サリチル酸,3,,,,3,3,,3,,3,3,3,,3,,3,,3,3,,3,,3,3,3,
70-25-7,Ｎ－メチル－Ｎ’－ニトロ－Ｎ－ニトロソグアニジン,3,,,,3,3,,3,,3,3,3,,3,,,,3,3,,3,,3,3,3,
70-34-8,１－フルオロ－２，４－ジニトロベンゼン,0,,,,0,1,,1,,0,3,1,,3,,,,3,1,,1,,1,3,,
71-23-8,ノルマル－プロピルアルコール,1,,,,1,3,,3,,0,3,2,,1,,2,,3,1,,2,,2,3,3,3
71-36-3,１－ブタノール,1,,,,1,3,,3,,0,3,3,,2,,,,3,2,,3,,3,3,3,3
71-48-7,酢酸コバルト（Ⅱ）,3,,,,3,3,,3,,3,3,3,,3,,,,3,3,,3,,3,3,3,
71-55-6,１，１，１－トリクロロエタン,0,,,,0,1,,1,,0,0,0,,3,,0,,2,0,,0,,0,3,3,3
72-20-8,１，２，３，４，１０，１０－ヘキサクロロ－６，７－エポキシ－１，４，４ａ，５，６，７，８，８ａ－オクタヒドロ－エンド－１，４－エンド－５，８－ジメタノナフタレン（別名エンドリン）,3,,,,3,3,,3,,2,3,3,,3,,,,3,3,,3,,3,3,3,
72-43-5,１，１，１－トリクロロ－２，２－ビス（４－メトキシフェニル）エタン【メトキシクロル】,3,,,,3,3,,3,,3,3,3,,3,,,,3,3,,3,,3,3,3,
74-31-7,Ｎ，Ｎ’－ジフェニル－１，４－フェニレンジアミン,3,,,,3,3,,3,,3,3,3,,3,,,,3,3,,3,,3,3,3,
74-87-3,クロロメタン,0,,,,0,0,,1,,0,0,0,,3,,0,,2,0,,0,,0,3,3,3
74-89-5,メチルアミン,0,,,,0,0,,0,,0,0,0,,0,,,,1,0,,0,,0,2,0,0
74-96-4,臭化エチル,0,,,,0,0,,1,,0,0,0,,3,,,,2,0,,0,,0,3,3,0
74-97-5,ブロモ（クロロ）メタン,1,,,,1,2,,2,,0,0,0,,3,,,,,0,,0,,1,3,,0
75-04-7,エチルアミン,0,,,,0,0,,0,,0,0,0,,0,,,,1,0,,0,,0,2,1,3
75-05-8,アセトニトリル,0,,,,0,0,,,0,0,3,0,,2,2,0,0,2,1,,0,,1,3,,3
75-07-0,アセトアルデヒド,0,,,,0,0,,0,,0,3,0,,1,,0,,1,1,,0,,0,3,3,3
75-12-7,ホルムアミド,3,,,,3,3,,3,,2,3,2,,0,,,,3,3,,3,,3,3,,0
75-15-0,二硫化炭素,0,,,,0,0,,0,,0,0,0,,3,,,0,2,0,,0,,0,3,3,3
75-20-7,炭化カルシウム（別名カーバイド）,3,,,,3,3,,3,,3,3,3,,3,,,,3,3,,3,,3,3,3,
75-26-3,２－ブロモプロパン,0,,,,0,0,,,0,0,0,0,,3,,,,2,0,,0,,0,3,3,
75-27-4,ブロモジクロロメタン,0,,,,0,0,,0,,0,1,0,,3,,,,2,0,,0,,1,2,,0
75-31-0,イソプロピルアミン,0,,,,0,0,,0,,0,0,0,,0,,,,1,0,,0,,0,3,3,3
75-36-5,アセチルクロリド,0,,,,0,0,,0,,0,2,0,,1,,,,2,0,,0,,0,1,,3
75-47-8,ヨードホルム,3,,,,3,3,,3,,3,3,3,,3,,,,3,3,,3,,3,3,3,
75-50-3,トリメチルアミン,,,,,,,,,,,,,,,,,,,,,,,,,,
75-54-7,ジクロロ（メチル）シラン,1,,,,1,2,,,2,0,0,0,,3,,,,2,0,,2,,1,3,,3
75-55-8,プロピレンイミン,0,,,,0,0,,1,,0,2,0,,,,,,2,0,,0,,0,3,3,2
75-59-2,テトラメチルアンモニウム＝ヒドロキシド,3,,,,3,3,,3,,2,3,3,,3,,,,3,3,,3,,3,3,3,3
75-66-1,ｔｅｒｔ－ブチルメルカプタン,0,,,,1,1,,2,,0,3,0,,0,,,,3,0,,1,,1,3,3,
75-75-2,メタンスルホン酸,1,,,,1,2,,2,,2,3,2,,0,,,,3,3,,1,,3,3,,3
75-77-4,クロロトリメチルシラン,1,,,,1,2,,3,,0,1,0,,3,,,,2,1,,1,,1,3,,0
75-78-5,ジクロロ（ジメチル）シラン,,0,,,1,1,,2,,0,1,0,,3,,,,2,1,,1,,1,3,,3
75-79-6,トリクロロ（メチル）シラン,1,,,,1,2,,,2,0,0,0,,,,,,2,0,,1,,1,3,,3
75-86-5,アセトンシアノヒドリン,0,,,,0,1,,1,,0,3,1,,2,,,,3,1,,1,,1,3,,3
75-91-2,ｔｅｒｔ－ブチル＝ヒドロペルオキシド,1,,,,2,2,,3,,0,3,2,,0,,,,3,0,,2,,2,3,3,3
75-94-5,トリクロロ（ビニル）シラン,0,,,,0,1,,1,,0,0,0,,3,,,,2,0,,0,,0,3,,3
75-99-0,２，２－ジクロロプロピオン酸（別名ダラポン）,0,,,,0,1,,1,,0,3,2,,0,,,,3,,0,1,,1,3,,
76-03-9,トリクロロ酢酸,,,,,,,,,,,,,,,,,,,,,,,,,,
76-05-1,トリフルオロ酢酸,,,,,,,,,,,,,,,,,,,,,,,,,,
76-06-2,トリクロロニトロメタン,,,,,,,,,,,,,,,,,,,,,,,,,,
76-44-8,１，４，５，６，７，８，８－ヘプタクロロ－３ａ，４，７，７ａ－テトラヒドロ－４，７－メタノ－１Ｈ－インデン（別名ヘプタクロル）,3,,,,3,3,,3,,3,3,3,,3,,,,3,3,,3,,3,3,3,
77-47-4,ヘキサクロロシクロペンタジエン,1,,,,2,3,,3,,0,3,0,,3,,,,3,0,,2,,0,3,,0
77-77-0,ジビニルスルホン,1,,,,1,2,,2,,0,2,1,,0,,,,2,1,,1,,0,3,,
78-04-6,マレイン酸ジブチルスズ,,,,,,,,,,,,,,,,,,,,,,,,,3,
78-30-8,りん酸トリ（オルト－トリル）,2,,,,2,3,,3,,2,3,2,,3,,,,3,3,,3,,3,3,3,
78-34-2,１，４－ジオキサン－２，３－ジイルジチオビス（チオホスホン酸）Ｏ，Ｏ，Ｏ’，Ｏ’－テトラエチル【ジオキサチオン】,1,,,,1,2,,3,,,,1,,,,,,,2,,2,,,,3,
78-69-3,３，７－ジメチルオクタン－３－オール　(別名テトラヒドロリナロール）,2,,,,2,3,,3,,1,3,3,,3,,,,3,2,,3,,3,3,3,
78-70-6,リナロール,1,,,,1,2,,3,,0,2,1,,2,,,,3,1,,2,,0,3,3,
78-81-9,イソブチルアミン,0,,,,0,0,,,0,0,0,0,,0,,,,1,0,,0,,0,3,3,0
78-83-1,イソブチルアルコール,1,,,,1,3,,3,,0,3,2,,2,,,,3,1,,3,,2,3,3,3
78-85-3,２－メチル－２－プロペナール,0,,,,0,0,,,0,0,2,0,,,,,,2,1,,0,,0,3,3,
78-89-7,２－クロロ－１－プロパノール,0,,,,0,0,,,1,0,3,2,,2,,,,3,1,,1,,1,3,3,
78-90-0,１，２－プロパンジアミン,0,,,,0,1,,,1,0,3,1,,0,,,,3,2,,1,,1,3,,0
78-93-3,メチルエチルケトン,0,,,,0,0,,,0,0,2,0,,2,,0,,2,0,,0,,1,3,3,3
78-94-4,メチルビニルケトン,0,,,,0,0,,1,,0,2,0,,3,,,,2,1,,0,,1,3,3,3
78-95-5,クロロアセトン,0,,,,1,1,,1,,0,3,0,,2,,,,2,0,,1,,0,,3,3
78-96-6,１－アミノ－２－プロパノール,2,,,,2,3,,3,,2,3,2,,3,,,,3,3,,3,,3,3,,3
78-97-7,ラクトニトリル,0,,,,0,0,,1,,0,3,1,,2,,,,3,1,,1,,1,3,,
79-00-5,１，１，２－トリクロロエタン,0,,,,0,1,,1,,0,0,0,,3,,,,2,0,,0,,0,3,3,3
79-04-9,クロロアセチル＝クロリド,0,,,,0,0,,0,,0,2,0,,2,,,,2,0,,0,,0,2,,3
79-07-2,クロロアセトアミド,3,,,,3,3,,3,,3,3,3,,3,,,,3,3,,3,,3,3,,
79-08-3,ブロモ酢酸,,,,,,,,,,,,,,,,,,,,,,,,,,
79-09-4,プロピオン酸,,,,,,,,,,,,,,,,,,,,,,,,,,
79-10-7,アクリル酸,0,,,,0,1,,1,,0,3,2,,1,,,,3,,1,1,,1,3,3,3
79-11-8,クロロ酢酸【モノクロロ酢酸】,0,,,,0,1,,1,,1,3,2,,0,,3,,3,3,,1,,1,3,,3
79-14-1,ヒドロキシ酢酸,3,,,,3,3,,3,,3,3,3,,3,,,,3,3,,3,,3,3,3,3
79-21-0,過酢酸（39%）,0,,,,0,1,,2,,1,3,2,,0,,,,3,3,,1,,2,3,,3
79-22-1,メチルクロロホルマート,0,,,,0,0,,0,,0,3,0,,3,,,,2,0,,0,,0,3,,3
79-31-2,２－メチルプロピオン酸,1,,,,1,2,,2,,0,3,1,,0,,,,3,2,,1,,2,2,,
79-33-4,Ｌ－乳酸,3,,,,3,3,,3,,3,3,3,,2,,,,3,3,,3,,3,3,,
79-36-7,ジクロロ酢酸クロリド,0,,,,0,0,,0,,0,0,0,,2,,,,2,0,,0,,0,1,,3
79-41-4,メタクリル酸,0,,,,0,1,,1,,0,3,1,,0,,,,3,1,,1,,1,3,,3
79-43-6,ジクロロ酢酸,0,,,,0,1,,1,,1,3,1,,0,,,,3,2,,1,,1,3,,
79-44-7,ジメチルカルバモイル＝クロリド,0,,,,0,0,,0,,0,3,0,,3,,,,3,0,,0,,0,3,3,
79-57-2,オキシテトラサイクリン,3,,,,3,3,,3,,3,3,3,,3,,,,3,3,,3,,3,3,3,
80-05-7,ビスフェノールＡ,,,,,,,,,,,,,,,,,,,,,,,,,,
80-10-4,ジクロロジフェニルシラン,,,,,,,,,,,,,,,,,,,,,,,,,,
80-15-9,１－メチル－１－フェニルエチル＝ヒドロペルオキシド,0,,,,1,2,,,2,0,3,1,,,,,,3,1,,1,,1,3,,3
80-46-6,４－ｔｅｒｔ－ペンチルフェノール,3,,,,3,3,,3,,3,3,3,,3,,,,3,3,,3,,3,3,3,
80-54-6,３－（４－ｔｅｒｔ－ブチルフェニル）－２－メチルプロパナール,,0,,,1,1,,1,,,3,,,3,,,,3,,,1,,1,3,3,
80-56-8,２，６，６－トリメチルビシクロ［３．１．１］ヘプタ－２－エン（α－ピネン）,1,,,,1,3,,3,,0,0,1,,3,,,,3,1,,3,,2,3,3,
80-62-6,メタクリル酸メチル,0,,,,0,0,,1,,0,1,0,,3,,,,1,0,,0,,0,3,3,3
81-81-2,３－（アルファ－アセトニルベンジル）－４－ヒドロキシクマリン【ワルファリン】,3,,,,3,3,,3,,2,3,3,,3,,,,3,3,,3,,3,3,3,
82-66-6,ダイファノシン,3,,,,3,3,,3,,2,3,3,,3,,,,3,3,,3,,3,3,3,
82-68-8,ペンタクロロニトロベンゼン,3,,,,3,3,,3,,3,3,3,,3,,,,3,3,,3,,3,3,3,
83-79-4,ロテノン,3,,,,3,3,,3,,3,3,3,,3,,,,3,3,,3,,3,3,3,
84-61-7,フタル酸ジシクロヘキシル,3,,,,3,3,,3,,3,3,3,,3,,,,3,3,,3,,3,3,3,
84-66-2,フタル酸ジエチル,3,,,,3,3,,3,,1,3,3,,3,,,,3,3,,3,,3,3,3,3
84-74-2,フタル酸ジ－ｎ－ブチル,2,,,,2,3,,3,,1,3,1,,3,,3,,3,3,,3,,3,3,3,3
85-00-7,１，１’－エチレン－２，２’－ビピリジニウム＝ジブロミド（別名ジクワット）,3,,,,3,3,,3,,3,3,3,,3,,,,3,3,,3,,3,3,3,3
85-01-8,フェナントレン,3,,,,3,3,,3,,0,3,2,,3,,,,3,3,,3,,2,3,3,
85-42-7,ヘキサヒドロ無水フタル酸,3,,,,3,3,,3,,2,3,3,,3,,,,3,3,,3,,3,3,3,
85-43-8,テトラヒドロ無水フタル酸,3,,,,3,3,,3,,3,3,3,,3,,,,3,3,,3,,3,3,3,
85-44-9,無水フタル酸,3,,,,3,3,,3,,3,3,3,,3,,,,3,3,,3,,3,3,3,3
86-50-0,ジチオりん酸Ｏ，Ｏ－ジメチル－Ｓ－［（４－オキソ－１，２，３－ベンゾトリアジン－３（４Ｈ）－イル）メチル］（アジンホスメチル）,3,,,,3,3,,3,,1,3,3,,3,,,,3,3,,3,,3,3,3,0
86-54-4,ヒドララジン,3,,,,3,3,,3,,3,3,3,,3,,,,3,3,,3,,3,3,3,
86-88-4,１－ナフチルチオ尿素,3,,,,3,3,,3,,3,3,3,,3,,,,3,3,,3,,3,3,3,
87-56-9,ムコクロル酸,3,,,,3,3,,3,,3,3,3,,3,,,,3,3,,3,,3,3,3,
87-59-2,２，３－ジメチルアニリン,0,,,,0,1,,1,,0,3,0,,3,,,,3,1,,1,,1,3,3,
87-61-6,１，２，３－トリクロロベンゼン,2,,,,2,3,,3,,1,3,2,,3,,,,3,3,,3,,3,3,3,3
87-62-7,２，６－ジメチルアニリン,0,,,,0,1,,1,,0,3,0,,3,,,,3,1,,1,,1,3,3,
87-68-3,六塩化ブタジエン,0,,,,1,2,,3,,0,0,0,,3,,,,1,1,,1,,2,3,3,3
87-90-1,１，３，５－トリクロロ－１，３，５－トリアジン２，４，６－トリオン；トリクロロイソシアヌール酸（別名シムクロセン）,3,,,,3,3,,3,,3,3,3,,3,,,,3,3,,3,,3,3,3,
88-09-5,２－エチルブタン酸,,,,,,,,,,,,,,,,,,,,,,,,,,
88-12-0,Ｎ－ビニル－２－ピロリドン,0,,,,0,1,,1,,0,3,0,,3,,2,,3,1,,0,,0,3,3,3
88-18-6,２－ｔｅｒｔ－ブチルフェノール,0,,,,0,1,,1,,0,3,1,,3,,,,3,1,,0,,1,3,,
88-60-8,２－ターシャリ－ブチル－５－メチルフェノール,0,,,,0,2,,2,,0,2,2,,3,,,,3,2,,1,,2,3,3,
88-72-2,２－ニトロトルエン,0,,,,0,1,,1,,0,3,0,,3,,,,3,0,,0,,0,3,3,2
88-73-3,オルト－ニトロクロロベンゼン,3,,,,3,3,,3,,2,3,3,,3,,,,3,3,,3,,3,3,3,0
88-85-7,ブタフェン（ジノセブ）,3,,,,3,3,,3,,2,3,3,,3,,,,3,3,,3,,3,3,3,
88-88-0,１－クロロ－２，４，６－トリニトロベンゼン,3,,,,3,3,,3,,3,3,3,,3,,,,3,3,,3,,3,3,3,
88-89-1,ピクリン酸,3,,,,3,3,,3,,3,3,3,,3,,,,3,3,,3,,3,3,3,0
89-32-7,１，２，４，５－ベンゼンテトラカルボン酸無水物,3,,,,3,3,,3,,3,3,3,,3,,,,3,3,,3,,3,3,3,
89-72-5,オルト－セカンダリ－ブチルフェノール,0,,,,0,1,,1,,0,3,1,,3,,,,3,1,,0,,1,3,,
89-83-8,チモール,3,,,,3,3,,3,,3,3,3,,3,,,,3,3,,3,,3,3,3,
89-98-5,２－クロロベンズアルデヒド,1,,,,1,2,,3,,0,2,0,,3,,,,2,0,,1,,2,3,3,
90-04-0,ｏ－アニシジン,0,,,,0,0,,0,,0,3,0,,3,,,,3,1,,0,,0,3,3,
90-05-1,２－メトキシフェノール,,,,,,,,,,,,,,,,,,,,,,,,,,
90-12-0,１－メチルナフタレン,0,,,,0,1,,,1,0,0,0,,3,,,,3,1,,1,,1,3,3,
90-15-3,１－ナフトール,3,,,,3,3,,3,,3,3,3,,3,,,,3,3,,3,,3,3,3,
90-30-2,１－（Ｎ－フェニルアミノ）－ナフタレン,3,,,,3,3,,3,,3,3,3,,3,,,,3,3,,3,,3,3,3,
90-72-2,２，４，６－トリス（ジメチルアミノメチル）フェノール,2,,,,2,3,,3,,0,3,2,,,,,,3,1,,3,,3,3,,
91-17-8,デカヒドロナフタレン,2,,,,2,3,,3,,0,0,0,,2,,,,3,0,,1,,2,3,3,
91-53-2,６－エトキシ－１，２－ジヒドロ－２，２，４－トリメチルキノリン（別名エトキシキン）,0,,,,0,1,,1,,1,3,1,,,,,,3,2,,1,,0,3,3,
91-57-6,２－メチルナフタレン,0,,,,0,1,,,1,0,0,0,,3,,,,3,1,,1,,1,3,3,
91-97-4,３，３’－ジメチルビフェニル－４，４’－ジイル＝ジイソシアネート,,,,,,,,,,,,,,,,,,,,,,,,,,
92-13-7,ピロカルピン,3,,,,3,3,,3,,2,3,3,,3,,,,3,3,,3,,3,3,3,
92-52-4,ビフェニル,3,,,,3,3,,3,,3,3,3,,3,,,,3,3,,3,,3,3,3,
92-70-6,β－ヒドロキシナフトエ酸,3,,,,3,3,,3,,3,3,3,,3,,,,3,3,,3,,3,3,3,
92-84-2,フェノチアジン,3,,,,3,3,,3,,3,3,3,,3,,,,3,3,,3,,3,3,3,
93-05-0,Ｎ，Ｎ－ジエチル－パラ－フェニレンジアミン,0,,,,0,1,,1,,0,2,1,,3,,,,3,1,,1,,1,3,3,
93-76-5,２，４，５－トリクロロフェノキシ酢酸,3,,,,3,3,,3,,3,3,3,,3,,,,3,3,,3,,3,3,3,
94-09-7,パラ－アミノ安息香酸エチルエステル,,,,,,,,,,,,,,,,,,,,,,,,,,
94-36-0,ジベンゾイルペルオキシド,3,,,,3,3,,3,,3,3,3,,3,,,,3,3,,3,,3,3,3,
94-74-6,（４－クロロ－２－メチルフェノキシ）酢酸,3,,,,3,3,,3,,3,3,3,,3,,,,3,3,,3,,3,3,3,3
94-75-7,２，４－ジクロロフェノキシ酢酸,3,,,,3,3,,3,,3,3,3,,3,,,,3,3,,3,,3,3,3,3
95-31-8,Ｎ－（ｔｅｒｔ－ブチル）－２－ベンゾチアゾールスルフェンアミド,3,,,,3,3,,3,,3,3,3,,3,,,,3,3,,3,,3,3,3,
95-33-0,Ｎ－シクロヘキシル－２－ベンゾチアゾールスルフェンアミド,3,,,,3,3,,3,,3,3,3,,3,,,,3,3,,3,,3,3,3,
95-47-6,ｏ－キシレン,0,,,,0,1,,,1,0,1,0,,3,,,,3,0,,1,,1,3,3,3
95-48-7,ｏ－クレゾール,0,,,,0,1,,2,,1,3,2,,3,,,,3,2,,1,,2,3,,3
95-50-1,ｏ－ジクロロベンゼン,0,,,,0,1,,1,,0,1,0,,3,,,,2,1,,0,,0,3,3,3
95-51-2,ｏ－クロロアニリン,0,,,,0,0,,,0,0,3,0,,3,,,,3,2,,0,,0,3,3,
95-54-5,ｏ－フェニレンジアミン,3,,,,3,3,,3,,3,3,3,,3,,,,3,3,,3,,3,3,3,
95-55-6,ｏ－アミノフェノール,3,,,,3,3,,3,,3,3,3,,3,,,,3,3,,3,,3,3,3,
95-57-8,オルト－クロロフェノール,0,,,,0,1,,1,,0,3,1,,3,,,,3,1,,0,,1,3,,
95-64-7,３，４－ジメチルアニリン,3,,,,3,3,,3,,3,3,3,,3,,,,3,3,,3,,3,3,3,
95-65-8,３，４－キシレノール （別名３，４－ジメチルフェノール）,3,,,,3,3,,3,,3,3,3,,3,,,,3,3,,3,,3,3,3,
95-68-1,２，４－ジメチルアニリン,0,,,,0,1,,1,,0,3,0,,3,,,,3,1,,1,,1,3,3,3
95-69-2,４－クロロ－オルト－トルイジン,3,,,,3,3,,3,,3,3,3,,3,,,,3,3,,3,,3,3,3,
95-70-5,パラトルイレンジアミン,3,,,,3,3,,3,,3,3,3,,3,,,,3,3,,3,,3,3,3,
95-76-1,３，４－ジクロロアニリン,3,,,,3,3,,3,,3,3,3,,3,,,,3,3,,3,,3,3,3,3
95-78-3,２，５－ジメチルアニリン,0,,,,0,1,,1,,0,3,0,,3,,,,3,1,,1,,1,3,3,
95-80-7,２，４－トルエンジアミン（別名２，４－ジアミノトルエン）,3,,,,3,3,,3,,3,3,3,,3,,,,3,3,,3,,3,3,3,
95-82-9,２，５－ジクロロアニリン,0,,,,0,1,,1,,0,3,0,,3,,,,3,2,,0,,0,3,3,
95-87-4,２，５－キシレノール （別名２，５－ジメチルフェノール）,3,,,,3,3,,3,,3,3,3,,3,,,,3,3,,3,,3,3,3,
96-05-9,アリル＝メタクリレート,0,,,,0,0,,,0,0,1,0,,0,,,,1,0,,0,,0,3,3,
96-09-3,フェニルオキシラン（別名スチレンオキシド）,0,,,,0,0,,1,,0,3,0,,3,,,,3,0,,0,,0,3,,
96-12-8,１，２－ジブロモ－３－クロロプロパン,0,,,,0,0,,,0,0,2,0,,3,,,,2,0,,0,,0,3,,3
96-18-4,１，２，３－トリクロロプロパン,0,,,,0,1,,1,,0,3,0,,3,,,,3,0,,0,,0,3,3,0
96-29-7,ブタンー２ーオン＝オキシム,,1,,,2,3,,3,,0,3,1,,,,0,,3,2,,2,,1,,,3
96-33-3,アクリル酸メチル,0,,,,0,0,,,0,0,2,0,,2,,,,1,0,,0,,0,3,3,3
96-34-4,クロロ酢酸メチル,0,,,,0,1,,1,,0,3,0,,3,,,,3,0,,1,,1,3,3,0
