,表示用,,,,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,8時間,,短時間,,,,許容濃度,,最大許容濃度,,,,,TWA,,STEL,,C,,,,,MAK,,Peak lim,,,,,,,,,水溶解度,,蒸気圧,,,,,,特化則,特化則,特化則,特化則,有機則,有機則,有機則,鉛則,四アルキル鉛中毒予防規則
CAS RN,Text,日本語名称,英語名称,GHS分類結果_ID,爆発物,可燃性ガス,エアゾール,酸化性ガス,高圧ガス,引火性液体,可燃性固体,自己反応性化学品,自然発火性液体,自然発火性固体,自己発熱性化学品,水反応可燃性化学品,酸化性液体,酸化性固体,有機過酸化物,金属腐食性化学品,鈍性化爆発物,急性毒性（経口）,急性毒性（経皮）,急性毒性（吸入：ガス）,急性毒性（吸入：蒸気）,急性毒性（吸入：粉塵、ミスト）,皮膚腐食性／刺激性,眼に対する重篤な損傷性／眼刺激性,呼吸器感作性,皮膚感作性,生殖細胞変異原性,発がん性,生殖毒性,特定標的臓器毒性（単回暴露）,特定標的臓器毒性（反復暴露）,誤えん有害性,水生環境有害性　短期（急性）,水生環境有害性　長期（慢性）,オゾン層への有害性,詳細情報（NITE HP　GHS分類結果）,モデルラベル掲載ページURL,モデルＳＤＳ掲載ページURL,ppm,mg/m3,ppm,mg/m3,備考,年度,ppm,mg/m3,ppm,mg/m3,備考,皮膚吸収,提案年度,ppm,mg/m3,ppm,mg/m3,ppm,mg/m3,備考,Skin,ドキュメンテーション採用年,ppm,mg/m3,ppm,mg/m3,備考,ドキュメンテーション採用年,"性状
液体:1、固体:2、気体:3",分子量,沸点,水／オクタノール分配係数（logKow）,引火点,値,単位,値,単位,皮膚等障害化学物質,がん原性物質,濃度基準値設定物質,皮膚等障害化学物質の裾切値,第１類,第２類,第３類,裾切,第１類,第２類,第３類,,
53-70-3,"ジベンゾ［a,h］アントラセン","ジベンゾ［a,h］アントラセン","Dibenz[a,h]anthracene",m-nite-53-70-3,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1B,1B,,,,,4,,https://www.chem-info.nite.go.jp/chem/ghs/m-nite-53-70-3.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds_label/lab53-70-3.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds/53-70-3.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,278.34656,,6.75,,0.0025,mg/L,,,1,1,,0.1,,,,,,,,,
54-11-5,３－（１－メチル－２－ピロリジニル）ピリジン　(別名：ニコチン),３－（１－メチル－２－ピロリジニル）ピリジン　(別名：ニコチン),3-(1-Methyl-2-pyrrolidinyl)pyridine; Nicotine,m-nite-54-11-5,,,,,,,,,,,,,,,,,,1,1,,,,2,1,,,2,,2,1,,,2,2,,https://www.chem-info.nite.go.jp/chem/ghs/m-nite-54-11-5.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds_label/lab54-11-5.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds/54-11-5.html,,,,,,,,,,,,,,,0.5,,,,,,Skin,1992,,,,,,,1,162.23,247,1.17,95,1000000,mg/L,0.006,kPa,1,,,1,,,,,,,,,
54-64-8,エチル（２－メルカプトベンゾエート）水銀ナトリウム塩　  (別名：チメロサール）,エチル（２－メルカプトベンゾエート）水銀ナトリウム塩　  (別名：チメロサール）,Ethyl(2-mercaptobenzoato) mercurate sodium salt; Thiomersal,m-nite-54-64-8,,,,,,,,,,,,,,,,,,3,,,,,,,,1A,,,1B,1,1,,,,,https://www.chem-info.nite.go.jp/chem/ghs/m-nite-54-64-8.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds_label/lab54-64-8.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds/54-64-8.html,,,,,,,,,,,,,,,0.1,,,,,"Mercury all forms except alkyl, as Hg; Aryl compounds",Skin,1992,,,,,,,2,,,-1.88,,500000,mg/L,,,,,,,,1,,1,,,,,
54-85-3,イソニアジド,イソニアジド,Isoniazid,m-nite-54-85-3,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,2,1,1,,3,3,,https://www.chem-info.nite.go.jp/chem/ghs/m-nite-54-85-3.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds_label/lab54-85-3.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds/54-85-3.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,137.14,,-0.7,250,140000,mg/L,,,,,,,,,,,,,,,
55-18-5,N-ニトロソジエチルアミン,N-ニトロソジエチルアミン,N-Nitrosodiethylamine,m-nite-55-18-5,,,,,,,,,,,,,,,,,,3,,,,,,,,,2,1B,,,,,,,,https://www.chem-info.nite.go.jp/chem/ghs/m-nite-55-18-5.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds_label/labcas-55-18-5.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds/cas-55-18-5.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,102.14,176.9,0.48,,,,0.86,mmHg,1,1,,0.1,,,,,,,,,
55-38-9,"チオりん酸O,O-ジメチル-O-（3-メチル-4-メチルチオフェニル）【フェンチオン】","チオりん酸O,O-ジメチル-O-（3-メチル-4-メチルチオフェニル）【フェンチオン】","O,O-Dimethyl O-(3-methyl-4-methylthiophenyl) phosphorothioate (Fenthion)",m-nite-55-38-9,,,,,,,,,,,,,,,,,,4,3,,,3,,,,,,,2,1,1,,1,1,,https://www.chem-info.nite.go.jp/chem/ghs/m-nite-55-38-9.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds_label/lab55-38-9.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds/55-38-9.html,,,,,,,,0.2,,,,皮,1989,,0.05,,,,,,Skin,2006,,0.2,,0.4,II(2),2022,1,278.32,90,4.09,170,8,mg/L,0.0039,Pa,1,,,1,,,,,,,,,
55-56-1,クロルヘキシジン,クロルヘキシジン,Chlorhexidine,m-nite-55-56-1,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,1,1,,https://www.chem-info.nite.go.jp/chem/ghs/m-nite-55-56-1.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds_label/lab55-56-1.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds/55-56-1.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,505.45,,0.08,,,,,,1,,,1,,,,,,,,,
55-63-0,ニトログリセリン,ニトログリセリン,Nitroglycerin,m-nite-55-63-0,UnstableExplosive,,,,,,,,,,,,,,,,,4,,,,,,,,1,,,2,1,1,,1,1,,https://www.chem-info.nite.go.jp/chem/ghs/m-nite-55-63-0.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds_label/lab55-63-0.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds/55-63-0.html,0.01,,,,,2023,,,0.05,0.46,,皮,1986,0.05,,,,,,,Skin,1985,0.01,0.094,0.01,0.094,II(1),,1,227.09,125,1.62,,1.3,g/L,0.03,Pa,1,,1,1,,,,,,,,,
55-68-5,硝酸フェニル水銀,硝酸フェニル水銀,Phenylmercury nitrate,m-nite-55-68-5,,,,,,,,G,,,,,,,,,,,,,,,2,,,1A,,,2,,1,,,,,https://www.chem-info.nite.go.jp/chem/ghs/m-nite-55-68-5.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds_label/lab55-68-5.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds/55-68-5.html,,,,,,,,,,,,,,,0.1,,,,,"Mercury all forms except alkyl, as Hg; Aryl compounds",Skin,1992,,,,,,,2,,,1.27,,344,mg/L,,,1,,,1,,,,,,,,,
55-98-1,ブスルファン,ブスルファン,Busulfan,m-nite-55-98-1,,,,,,,,,,,,,,,,,,3,,,,,,,,,1B,1A,1A,2,2,,,,,https://www.chem-info.nite.go.jp/chem/ghs/m-nite-55-98-1.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds_label/lab55-98-1.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds/55-98-1.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,246.3,,-0.52,,6900000,mg/L,,,,1,,,,,,,,,,,
56-04-2,6-メチル-2-チオウラシル（別名メチルチオウラシル）,6-メチル-2-チオウラシル（別名メチルチオウラシル）,6-Methyl-2-thiouracil; Methylthiouracil,m-nite-56-04-2,,,,,,,,,,,,,,,,,,4,,,,,,,,,,2,,,1,,,,,https://www.chem-info.nite.go.jp/chem/ghs/m-nite-56-04-2.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds_label/labcas-56-04-2.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds/cas-56-04-2.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,142.18,,1.45,,,,,,,,,,,,,,,,,,
56-18-8,"3, 3'-イミノジ（プロピルアミン）","3, 3'-イミノジ（プロピルアミン）","3,3'-Iminodi(propylamine)",m-nite-56-18-8,,,,,,4,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,https://www.chem-info.nite.go.jp/chem/ghs/m-nite-56-18-8.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds_label/lab56-18-8.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds/56-18-8.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,131.22,238,-1.15,80,1000000,mg/L,0.0862,mmHg,1,,,1,,,,,,,,,
56-23-5,四塩化炭素,四塩化炭素,Tetrachloromethane,m-nite-56-23-5,,,,,,,,,,,,,,,,,,,,,4,,,,,1B,,1B,1B,1,1,,1,2,1,https://www.chem-info.nite.go.jp/chem/ghs/m-nite-56-23-5.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds_label/lab56-23-5.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds/56-23-5.html,,,,,,,5,31,,,,皮,1991,5,,10,,,,,Skin,1996,0.5,3.2,1,6.4,II(2),,1,153.82,76.5,2.83,,793,mg/L,12.2,kPa,0,,,1,,1,,1,,,,,
56-35-9,トリブチルスズオキシド,トリブチルスズオキシド,"Distannoxane, hexabutyl-",m-nite-56-35-9,,,,,,,,,,,,,,,,,,3,3,,,2,2,2A,,,,,,3,1,,1,1,,https://www.chem-info.nite.go.jp/chem/ghs/m-nite-56-35-9.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds_label/lab56-35-9.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds/56-35-9.html,,,,,,,,,,,,,,,0.1,,0.2,,,"organic compounds, as Sn",Skin,1996,,,,,,,1,596.07,173,3.19,190,71.2,mg/L,0.0000075,mmHg,,,,,,,,,,,,,
56-36-0,トリブチルスズアセテート,トリブチルスズアセテート,tributyltin acetate,m-nite-56-36-0,,,,,,,,,,,,,,,,,,3,,,,,,2A,,,,,2,1,1,,1,1,,https://www.chem-info.nite.go.jp/chem/ghs/m-nite-56-36-0.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds_label/lab56-36-0.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds/56-36-0.html,,,,,,,,,,,,,,,0.1,,0.2,,,"organic compounds, as Sn",Skin,1996,,,,,,,2,349.08,118,3.24,,65,mg/L,,,,,,,,,,,,,,,
56-38-2,パラチオン,パラチオン,Parathion,m-nite-56-38-2,,,,,,,,,,,,,,,,,,2,2,,,1,,2B,,,,2,2,1,1,,1,1,,https://www.chem-info.nite.go.jp/chem/ghs/m-nite-56-38-2.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds_label/lab56-38-2.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds/56-38-2.html,,0.05,,,,2023,,0.1,,,,皮,1980,,0.05,,,,,,Skin,2024,,0.1,,0.8,II(8),2022,1,291.26,375,3.8,120,0.002,g/100mL,0.00089,Pa,1,,1,1,,,,,,,,,
56-53-1,ジエチルスチルベストロール,ジエチルスチルベストロール,Diethylstilbestrol,m-nite-56-53-1,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1A,1A,2,1,,2,2,,https://www.chem-info.nite.go.jp/chem/ghs/m-nite-56-53-1.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds_label/lab56-53-1.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds/56-53-1.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,268.35,,5.07,,0.1,g/L,,,,1,,,,,,,,,,,
56-55-3,ベンゾ[a]アントラセン,ベンゾ[a]アントラセン,Benz[a]anthracene,m-nite-56-55-3,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1B,,,,,1,1,,https://www.chem-info.nite.go.jp/chem/ghs/m-nite-56-55-3.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds_label/lab56-55-3.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds/56-55-3.html,,,,,,,,,,,,,,,,,,,,,,1993,,,,,,,2,228.29,438,5.79,,0.0094,mg/L,,,1,,,0.1,,,,,,,,,
56-72-4,"O-3-クロロ-4-メチルクマリン-7-イルO,O-ジエチルホスホロチオアート【クマホス】","O-3-クロロ-4-メチルクマリン-7-イルO,O-ジエチルホスホロチオアート【クマホス】","O-3-Chloro-4-methylcoumarin-7-yl O,O-diethyl phosphorothioate [chlorpyrifos]",m-nite-56-72-4,,,,,,,,,,,,,,,,,,2,3,,,2,,2B,,,,,,1,1,,1,1,,https://www.chem-info.nite.go.jp/chem/ghs/m-nite-56-72-4.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds_label/lab56-72-4.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds/56-72-4.html,,,,,,,,,,,,,,,0.05,,,,,,Skin,2006,,,,,,,2,362.77,,4.13,,,,,,1,,,1,,,,,,,,,
56-75-7,２，２－ジクロロ－Ｎ－［２－ヒドロキシ－１－（ヒドロキシメチル）－２－（４－ニトロフェニル）エチル］アセトアミド　  (別名：クロラムフェニコール）,２，２－ジクロロ－Ｎ－［２－ヒドロキシ－１－（ヒドロキシメチル）－２－（４－ニトロフェニル）エチル］アセトアミド　  (別名：クロラムフェニコール）,"2,2-Dichloro-N-[2-hydroxy-1-(hydroxymethyl)-2-(4-nitrophenyl)ethyl]acetamide; Chloramphenicol",m-nite-56-75-7,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1B,1B,,1,,1,1,,https://www.chem-info.nite.go.jp/chem/ghs/m-nite-56-75-7.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds_label/lab56-75-7.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds/56-75-7.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,323.13,,1.14,,2500,mg/L,,,,1,,,,,,,,,,,
56-93-9,塩化トリメチルベンジルアンモニウム,塩化トリメチルベンジルアンモニウム,Trimethylbenzylammonium chloride,m-nite-56-93-9,,,,,,,,,,,,,,,,,,3,,,,,,,,,2,,,1,2,,,,,https://www.chem-info.nite.go.jp/chem/ghs/m-nite-56-93-9.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds_label/lab56-93-9.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds/56-93-9.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,185.7,,-2.17,,,,,,,,,,,,,,,,,,
57-06-7,イソチオシアン酸アリル,イソチオシアン酸アリル,Allyl isothiocyanate,m-nite-57-06-7,,,,,,3,,G,,,,,,,,,,4,2,,,,2,,,1,,,,,2,,1,1,,https://www.chem-info.nite.go.jp/chem/ghs/m-nite-57-06-7.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds_label/lab57-06-7.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds/57-06-7.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,99.15,151,2.11,46,2000,mg/L,0.493,kPa,1,,,1,,,,,,,,,
57-09-0,ヘキサデシルトリメチルアンモニウム=ブロミド,ヘキサデシルトリメチルアンモニウム=ブロミド,Hexadecyltrimethylammonium bromide,m-nite-57-09-0,,,,,,,,,,,,,,,,,,4,,,,,2,2A,,,,,2,1,,,1,1,,https://www.chem-info.nite.go.jp/chem/ghs/m-nite-57-09-0.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds_label/lab57-09-0.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds/57-09-0.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,364.45,,2.26,244,,,,,,,,,,,,,,,,,
57-14-7,"1,1-ジメチルヒドラジン","1,1-ジメチルヒドラジン","1,1-Dimethylhydrazine",m-nite-57-14-7,,,,,,2,,G,,,,,,,,,,3,4,,2,,2,2,,1,2,2,,1,1,,2,2,,https://www.chem-info.nite.go.jp/chem/ghs/m-nite-57-14-7.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds_label/lab57-14-7.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds/57-14-7.html,,,,,,,,,,,,,,0.01,,,,,,,Skin,1995,,,,,,,1,60.1,64,-1.19,-15,1000000,mg/L,157,mmHg,0,,,1,,1,,1,,,,,
57-24-9,ストリキニーネ,ストリキニーネ,Strychnine,m-nite-57-24-9,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,1,,1,1,,https://www.chem-info.nite.go.jp/chem/ghs/m-nite-57-24-9.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds_label/lab57-24-9.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds/57-24-9.html,,,,,,,,,,,,,,,0.15,,,,,,,1992,,,,,,,2,334.42,270,1.68,,160,mg/L,,,,,,,,,,,,,,,
57-41-0,"5,5-ジフェニル-2,4-イミダゾリジンジオン","5,5-ジフェニル-2,4-イミダゾリジンジオン","5,5-Diphenyl-2,4-imidazolidinedione",m-nite-57-41-0,,,,,,,,,,,,,,,,,,4,,,,,,,,,1B,2,1A,1,1,,3,3,,https://www.chem-info.nite.go.jp/chem/ghs/m-nite-57-41-0.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds_label/lab57-41-0.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds/57-41-0.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,252.27,,2.47,,32,mg/L,,,,,,,,,,,,,,,
57-47-6,フィゾスチグミン,フィゾスチグミン,Physostigmine,m-nite-57-47-6,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,2,2,,,,,https://www.chem-info.nite.go.jp/chem/ghs/m-nite-57-47-6.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds_label/lab57-47-6.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds/57-47-6.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,275.35,,1.58,,7760,mg/L,,,,,,,,,,,,,,,
57-55-6,プロパン－１，２－ジオール【プロピレングリコール】,プロパン－１，２－ジオール【プロピレングリコール】,"Propane-1,2-diol (Propylene glycol)",m-nite-57-55-6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,https://www.chem-info.nite.go.jp/chem/ghs/m-nite-57-55-6.html,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,76.09,188,0.92,101,,,0.2,hPa,,,,,,,,,,,,,
57-57-8,ベータ-プロピオラクトン,ベータ-プロピオラクトン,propiolactone,m-nite-57-57-8,,,,,,4,,,,,,,,,,,,3,,,1,,2,1,,,1B,2,,3,,,,,,https://www.chem-info.nite.go.jp/chem/ghs/m-nite-57-57-8.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds_label/lab0944.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds/0944.html,,,,,,,,,,,,,,0.5,,,,,,,,1995,,,,,,,1,72.06,155,0.8,,370,g/L,0.3,kPa,0,,,1,,1,,1,,,,,
57-74-9,"1, 2, 4, 5, 6, 7, 8, 8‐オクタクロロ‐2, 3, 3a, 4, 7, 7a‐ヘキサヒドロ‐4, 7‐メタノ‐1H‐インデン　（別名クロルデン）","1, 2, 4, 5, 6, 7, 8, 8‐オクタクロロ‐2, 3, 3a, 4, 7, 7a‐ヘキサヒドロ‐4, 7‐メタノ‐1H‐インデン　（別名クロルデン）","1,2,4,5,6,7,8,8-Octachloro-2,3,3a,4,7,7a-hexahydro-4,7-methano-1H-indene; Chlordane",m-nite-57-74-9,,,,,,,,,,,,,,,,,,4,3,,,,2,2,,,2,2,1B,1,1,,1,1,,https://www.chem-info.nite.go.jp/chem/ghs/m-nite-57-74-9.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds_label/lab57-74-9.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds/57-74-9.html,,0.5,,,,2023,,,,,,,,,0.5,,,,,,Skin,2019,,0.5,,4,II(8),2022,2,409.78,175,6.16,56,0.1,mg/L,,,1,,1,0.3,,,,,,,,,
57-92-1,１，１′－［（１Ｒ，２Ｒ，３Ｓ，４Ｒ，５Ｒ，６Ｓ）－４－（｛５－デオキシ－２－Ｏ－［２－デオキシ－２－（メチルアミノ）－アルファ－Ｌ－グルコピラノシル］－３－Ｃ－ホルミル－アルファ－Ｌ－リキソフラノシル｝オキシ）－２，５，６－トリヒドロキシシクロヘキサン－１，３－ジイル］ジグアニジン（別名：ストレプトマイシン）,１，１′－［（１Ｒ，２Ｒ，３Ｓ，４Ｒ，５Ｒ，６Ｓ）－４－（｛５－デオキシ－２－Ｏ－［２－デオキシ－２－（メチルアミノ）－アルファ－Ｌ－グルコピラノシル］－３－Ｃ－ホルミル－アルファ－Ｌ－リキソフラノシル｝オキシ）－２，５，６－トリヒドロキシシクロヘキサン－１，３－ジイル］ジグアニジン（別名：ストレプトマイシン）,"1,-((1R,2R,3S,4R,5R,6S)-4-((2R,3R,4R,5S)-3-((2S,3S,4S,5R,6S)-4,5-dihydroxy-6-(hydroxymethyl)-3-(methylamino)tetrahydro-2H-pyran-2-yloxy)-4-formyl-4-hydroxy-5-methyltetrahydrofuran-2-yloxy)-2,5,6-trihydroxycyclohexane-1,3-diyl)diguanidine; Streptomycin",m-nite-57-92-1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1A,,1,,1,1,,https://www.chem-info.nite.go.jp/chem/ghs/m-nite-57-92-1.html,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,581.57,,,,,,,,1,,,1,,,,,,,,,
58-08-2,カフェイン,カフェイン,caffeine,m-nite-58-08-2,,,,,,,,,,,,,,,,,,3,,,,4,,,,,,,1A,,,,3,3,,https://www.chem-info.nite.go.jp/chem/ghs/m-nite-58-08-2.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds_label/lab58-08-2.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds/58-08-2.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,194.19,,0.1,,21600,mg/L,,,,,,,,,,,,,,,
58-55-9,テオフィリン,テオフィリン,Theophylline,m-nite-58-55-9,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,1B,1,1,,3,,,https://www.chem-info.nite.go.jp/chem/ghs/m-nite-58-55-9.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds_label/lab58-55-9.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds/58-55-9.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,180.17,,-0.02,,0.8,g/100mL,,,,,,,,,,,,,,,
58-89-9,"1,2,3,4,5,6-ヘキサクロロシクロヘキサン (リンデン)","1,2,3,4,5,6-ヘキサクロロシクロヘキサン (リンデン)","1,2,3,4,5,6-Hexachlorocyclohexane [Lindane]",m-nite-58-89-9,,,,,,,,,,,,,,,,,,3,3,,,4,,2B,,,,1A,1B,1,1,,1,1,,https://www.chem-info.nite.go.jp/chem/ghs/m-nite-58-89-9.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds_label/lab58-89-9.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds/58-89-9.html,,,,,,,,,,,,,,,0.5,,,,,,,1996,,0.1,,0.8,II(8),,2,290.83,288,3.72,,7.3,mg/L,,,1,1,,0.1,,,,,,,,,
58-90-2,"2,3,4,6‐テトラクロロフェノール","2,3,4,6‐テトラクロロフェノール","2,3,4,6-tetrachlorophenol",m-nite-58-90-2,,,,,,,,,,,,,,,,,,3,3,,,,,,,,,,,,2,,1,1,,https://www.chem-info.nite.go.jp/chem/ghs/m-nite-58-90-2.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds_label/lab58-90-2.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds/58-90-2.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,231.89,,4.45,100,,,,,,,,,,,,,,,,,
59-50-7,4-クロロ-3-メチルフェノール,4-クロロ-3-メチルフェノール,4-Chloro-3-methylphenol,m-nite-59-50-7,,,,,,,,,,,,,,,,,,4,,,,,,1,,1,,,,3,2,,1,1,,https://www.chem-info.nite.go.jp/chem/ghs/m-nite-59-50-7.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds_label/lab59-50-7.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds/59-50-7.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,142.58,,3.1,118,0.38,g/100mL,8,Pa,1,,,1,,,,,,,,,
59-66-5,アセタゾラミド,アセタゾラミド,Acetazolamide,m-nite-59-66-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1B,,1,,,,,https://www.chem-info.nite.go.jp/chem/ghs/m-nite-59-66-5.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds_label/lab59-66-5.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds/59-66-5.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,222.25,,-0.26,,980,mg/L,4.09E-09,mmHg,,,,,,,,,,,,,
59-88-1,塩化フェニルヒドラジニウム,塩化フェニルヒドラジニウム,Phenylhydrazinium chloride,m-nite-59-88-1,,,,,,,,G,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.chem-info.nite.go.jp/chem/ghs/m-nite-59-88-1.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds_label/labcas-59-88-1.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds/cas-59-88-1.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,-2.27,,,,,,,,,,,,,,,,,,
59-89-2,N-ニトロソモルホリン,N-ニトロソモルホリン,N-Nitrosomorpholine,m-nite-59-89-2,,,,,,,,,,,,,,,,,,4,,,,,,,,,2,1B,,,1,,,,,https://www.chem-info.nite.go.jp/chem/ghs/m-nite-59-89-2.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds_label/lab59-89-2.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds/59-89-2.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,116.12,139,-0.44,,1000,g/L,4.8,Pa,1,,,0.1,,,,,,,,,
60-00-4,エチレンジアミン四酢酸,エチレンジアミン四酢酸,Ethylenediaminetetraacetic acid,m-nite-60-00-4,,,,,,,,,,,,,,,,,,,,,,,,2B,,,,,2,,1,,3,3,,https://www.chem-info.nite.go.jp/chem/ghs/m-nite-60-00-4.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds_label/lab60-00-4.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds/60-00-4.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,292.25,,-3.86,100,0.2,g/100mL,,,,,,,,,,,,,,,
60-09-3,パラ-フェニルアゾアニリン,パラ-フェニルアゾアニリン,4-aminoazobenzene,m-nite-60-09-3,,,,,,,,,,,,,,,,,,4,,,,,,,,1,2,2,,2,,,1,1,,https://www.chem-info.nite.go.jp/chem/ghs/m-nite-60-09-3.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds_label/lab60-09-3.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds/60-09-3.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,197.24,,3.41,,32,mg/L,,,1,,,1,,,,,,,,,
